packed_key,from_node_id,to_node_id,qvdf_start_speed_mph_am,qvdf_end_speed_mph_am,qvdf_start_speed_mph_md,qvdf_end_speed_mph_md,qvdf_start_speed_mph_pm,qvdf_end_speed_mph_pm,baseline_anchor_source,stage2_anchor_source,baseline_qvdf_start_speed_mph_am,stage1_assignment_qvdf_start_speed_mph_am,baseline_qvdf_end_speed_mph_am,stage1_assignment_qvdf_end_speed_mph_am,baseline_qvdf_start_speed_mph_md,stage1_assignment_qvdf_start_speed_mph_md,baseline_qvdf_end_speed_mph_md,stage1_assignment_qvdf_end_speed_mph_md,baseline_qvdf_start_speed_mph_pm,stage1_assignment_qvdf_start_speed_mph_pm,baseline_qvdf_end_speed_mph_pm,stage1_assignment_qvdf_end_speed_mph_pm
4294987562,1,20266,16.9939,16.9861,16.9861,16.9733,16.9733,16.9683,assignment,stage1_assignment_speed_mph,16.9912,16.9939,16.96135,16.9861,16.96135,16.9861,16.92725,16.9733,16.92725,16.9733,16.923,16.9683
4294987565,1,20269,16.9745,16.94225,16.94225,16.91315,16.91315,16.9163,assignment,stage1_assignment_speed_mph,16.9595,16.9745,16.83445,16.94225,16.83445,16.94225,16.75295,16.91315,16.75295,16.91315,16.7965,16.9163
4294988895,1,21599,17.0,17.0,17.0,17.0,17.0,17.0,assignment,stage1_assignment_speed_mph,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
8589954872,2,20280,17.0,17.0,17.0,17.0,17.0,17.0,assignment,stage1_assignment_speed_mph,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
8589954881,2,20289,16.9716,16.9652,16.9652,16.96705,16.96705,16.9753,assignment,stage1_assignment_speed_mph,16.9709,16.9716,16.95215,16.9652,16.95215,16.9652,16.9403,16.96705,16.9403,16.96705,16.9472,16.9753
8589954894,2,20302,17.0,17.0,17.0,17.0,17.0,17.0,assignment,stage1_assignment_speed_mph,17.0,17.0,16.97115,17.0,16.97115,17.0,16.97115,17.0,16.97115,17.0,17.0,17.0
12884922221,3,20333,16.9996,16.9994,16.9994,16.99835,16.99835,16.9975,assignment,stage1_assignment_speed_mph,16.9994,16.9996,16.99845,16.9994,16.99845,16.9994,16.9958,16.99835,16.9958,16.99835,16.9941,16.9975
17179890585,4,21401,23.0,23.0,23.0,23.0,23.0,23.0,assignment,stage1_assignment_speed_mph,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
21474856810,5,20330,16.9998,16.99945,16.99945,16.99915,16.99915,16.9992,assignment,stage1_assignment_speed_mph,16.9996,16.9998,16.99835,16.99945,16.99835,16.99945,16.9976,16.99915,16.9976,16.99915,16.9981,16.9992
25769824105,6,20329,16.9976,16.9968,16.9968,16.99345,16.99345,16.9909,assignment,stage1_assignment_speed_mph,16.9952,16.9976,16.99075,16.9968,16.99075,16.9968,16.9822,16.99345,16.9822,16.99345,16.9781,16.9909
25769824108,6,20332,16.9988,16.99835,16.99835,16.9964,16.9964,16.9949,assignment,stage1_assignment_speed_mph,16.9982,16.9988,16.99605,16.99835,16.99605,16.99835,16.9909,16.9964,16.9909,16.9964,16.9879,16.9949
30064792811,7,21739,16.9998,16.9997,16.9997,16.9997,16.9997,16.9998,assignment,stage1_assignment_speed_mph,16.9997,16.9998,16.99925,16.9997,16.99925,16.9997,16.9991,16.9997,16.9991,16.9997,16.9994,16.9998
30064792812,7,21740,16.9954,16.99315,16.99315,16.9928,16.9928,16.9947,assignment,stage1_assignment_speed_mph,16.9934,16.9954,16.9827,16.99315,16.9827,16.99315,16.98015,16.9928,16.98015,16.9928,16.9883,16.9947
34359758563,8,20195,17.0,17.0,17.0,17.0,17.0,17.0,assignment,stage1_assignment_speed_mph,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
34359758614,8,20246,16.9999,16.9998,16.9998,16.99975,16.99975,16.9998,assignment,stage1_assignment_speed_mph,16.9998,16.9999,16.99945,16.9998,16.99945,16.9998,16.99935,16.99975,16.99935,16.99975,16.9996,16.9998
38654725910,9,20246,16.9997,16.99935,16.99935,16.9992,16.9992,16.9994,assignment,stage1_assignment_speed_mph,16.9995,16.9997,16.9963,16.99935,16.9963,16.99935,16.996,16.9992,16.996,16.9992,16.9989,16.9994
38654726014,9,20350,16.9994,16.99845,16.99845,16.9979,16.9979,16.9983,assignment,stage1_assignment_speed_mph,16.9989,16.9994,16.9945,16.99845,16.9945,16.99845,16.9928,16.9979,16.9928,16.9979,16.9955,16.9983
38654727527,9,21863,16.9993,16.9985,16.9985,16.9978,16.9978,16.9979,assignment,stage1_assignment_speed_mph,16.9991,16.9993,16.99885,16.9985,16.99885,16.9985,16.99695,16.9978,16.99695,16.9978,16.9953,16.9979
42949693286,10,20326,16.9906,16.982,16.982,16.97715,16.97715,16.9809,assignment,stage1_assignment_speed_mph,16.9839,16.9906,16.9492,16.982,16.9492,16.982,16.93495,16.97715,16.93495,16.97715,16.9554,16.9809
47244660262,11,20006,16.9546,16.89825,16.89825,16.85285,16.85285,16.8638,assignment,stage1_assignment_speed_mph,16.9266,16.9546,16.70685,16.89825,16.70685,16.89825,16.56975,16.85285,16.56975,16.85285,16.6524,16.8638
51539627555,12,20003,16.9802,16.95345,16.95345,16.9301,16.9301,16.9335,assignment,stage1_assignment_speed_mph,16.9692,16.9802,16.8793,16.95345,16.8793,16.95345,16.81185,16.9301,16.81185,16.9301,16.8343,16.9335
51539627601,12,20049,16.9948,16.98345,16.98345,16.96905,16.96905,16.966,assignment,stage1_assignment_speed_mph,16.9902,16.9948,16.9383,16.98345,16.9383,16.98345,16.90575,16.96905,16.90575,16.96905,16.9251,16.966
55834594854,13,20006,16.9998,16.99965,16.99965,16.99965,16.99965,16.9998,assignment,stage1_assignment_speed_mph,16.9997,16.9998,16.99915,16.99965,16.99915,16.99965,16.999,16.99965,16.999,16.99965,16.9994,16.9998
55834594912,13,20064,16.9995,16.9992,16.9992,16.9991,16.9991,16.9993,assignment,stage1_assignment_speed_mph,16.9992,16.9995,16.99805,16.9992,16.99805,16.9992,16.99775,16.9991,16.99775,16.9991,16.9986,16.9993
55834595198,13,20350,16.9991,16.99855,16.99855,16.99845,16.99845,16.9989,assignment,stage1_assignment_speed_mph,16.9984,16.9991,16.9958,16.99855,16.9958,16.99855,16.9953,16.99845,16.9953,16.99845,16.9974,16.9989
60129562205,14,20061,16.9991,16.99785,16.99785,16.9965,16.9965,16.9964,assignment,stage1_assignment_speed_mph,16.9986,16.9991,16.9951,16.99785,16.9951,16.99785,16.99215,16.9965,16.99215,16.9965,16.9927,16.9964
60129562241,14,20097,16.9943,16.9901,16.9901,16.988,16.988,16.9901,assignment,stage1_assignment_speed_mph,16.9916,16.9943,16.9726,16.9901,16.9726,16.9901,16.96475,16.988,16.96475,16.988,16.9759,16.9901
60129562670,14,20526,16.9957,16.9931,16.9931,16.99205,16.99205,16.9936,assignment,stage1_assignment_speed_mph,16.9937,16.9957,16.98215,16.9931,16.98215,16.9931,16.9776,16.99205,16.9776,16.99205,16.9846,16.9936
64424529443,15,20003,16.9957,16.99145,16.99145,16.98715,16.98715,16.9871,assignment,stage1_assignment_speed_mph,16.9936,16.9957,16.97775,16.99145,16.97775,16.99145,16.96735,16.98715,16.96735,16.98715,16.9728,16.9871
64424529501,15,20061,16.9959,16.9918,16.9918,16.98815,16.98815,16.9886,assignment,stage1_assignment_speed_mph,16.9932,16.9959,16.9768,16.9918,16.9768,16.9918,16.967,16.98815,16.967,16.98815,16.9736,16.9886
64424529506,15,20066,16.997,16.9924,16.9924,16.9906,16.9906,16.9934,assignment,stage1_assignment_speed_mph,16.9947,16.997,16.9768,16.9924,16.9768,16.9924,16.9706,16.9906,16.9706,16.9906,16.9823,16.9934
68719496795,16,20059,16.9975,16.9945,16.9945,16.99125,16.99125,16.991,assignment,stage1_assignment_speed_mph,16.996,16.9975,16.98445,16.9945,16.98445,16.9945,16.97575,16.99125,16.97575,16.99125,16.9786,16.991
68719496833,16,20097,16.9985,16.99705,16.99705,16.99555,16.99555,16.9955,assignment,stage1_assignment_speed_mph,16.9977,16.9985,16.9918,16.99705,16.9918,16.99705,16.98845,16.99555,16.98845,16.99555,16.991,16.9955
73014464101,17,20069,16.9467,16.9095,16.9095,16.8939,16.8939,16.9155,assignment,stage1_assignment_speed_mph,16.9223,16.9467,16.7598,16.9095,16.7598,16.9095,16.6908,16.8939,16.6908,16.8939,16.7843,16.9155
73014465660,17,21628,16.9624,16.9344,16.9344,16.9178,16.9178,16.9292,assignment,stage1_assignment_speed_mph,16.9439,16.9624,16.8249,16.9344,16.8249,16.9344,16.76415,16.9178,16.76415,16.9178,16.8224,16.9292
77309431404,18,20076,16.988,16.98045,16.98045,16.9768,16.9768,16.9807,assignment,stage1_assignment_speed_mph,16.9833,16.988,16.9504,16.98045,16.9504,16.98045,16.93405,16.9768,16.93405,16.9768,16.9506,16.9807
77309432955,18,21627,16.9932,16.9859,16.9859,16.97995,16.97995,16.9813,assignment,stage1_assignment_speed_mph,16.9898,16.9932,16.9607,16.9859,16.9607,16.9859,16.94465,16.97995,16.94465,16.97995,16.9577,16.9813
77309433171,18,21843,16.9984,16.99505,16.99505,16.991,16.991,16.9903,assignment,stage1_assignment_speed_mph,16.9969,16.9984,16.9852,16.99505,16.9852,16.99505,16.97625,16.991,16.97625,16.991,16.979,16.9903
81604398701,19,20077,16.9882,16.9691,16.9691,16.96095,16.96095,16.9719,assignment,stage1_assignment_speed_mph,16.9773,16.9882,16.89415,16.9691,16.89415,16.9691,16.86975,16.96095,16.86975,16.96095,16.9285,16.9719
81604398703,19,20079,16.9727,16.96045,16.96045,16.9498,16.9498,16.9514,assignment,stage1_assignment_speed_mph,16.9633,16.9727,16.9095,16.96045,16.9095,16.96045,16.882,16.9498,16.882,16.9498,16.9083,16.9514
81604400248,19,21624,16.9773,16.9599,16.9599,16.95645,16.95645,16.9704,assignment,stage1_assignment_speed_mph,16.9672,16.9773,16.8989,16.9599,16.8989,16.9599,16.87275,16.95645,16.87275,16.95645,16.9149,16.9704
85899366445,20,20525,16.9743,16.9481,16.9481,16.93895,16.93895,16.956,assignment,stage1_assignment_speed_mph,16.9564,16.9743,16.83945,16.9481,16.83945,16.9481,16.79635,16.93895,16.79635,16.93895,16.8702,16.956
85899367348,20,21428,16.9522,16.91805,16.91805,16.89385,16.89385,16.9038,assignment,stage1_assignment_speed_mph,16.9364,16.9522,16.8009,16.91805,16.8009,16.91805,16.72255,16.89385,16.72255,16.89385,16.7797,16.9038
90194333299,21,20083,16.9738,16.9547,16.9547,16.9451,16.9451,16.9546,assignment,stage1_assignment_speed_mph,16.9619,16.9738,16.8845,16.9547,16.8845,16.9547,16.8506,16.9451,16.8506,16.9451,16.8941,16.9546
90194333742,21,20526,16.9385,16.89065,16.89065,16.8628,16.8628,16.8828,assignment,stage1_assignment_speed_mph,16.9106,16.9385,16.70535,16.89065,16.70535,16.89065,16.5962,16.8628,16.5962,16.8628,16.6923,16.8828
90194334823,21,21607,16.9872,16.97765,16.97765,16.96515,16.96515,16.9622,assignment,stage1_assignment_speed_mph,16.9807,16.9872,16.93695,16.97765,16.93695,16.97765,16.8997,16.96515,16.8997,16.96515,16.9062,16.9622
94489300576,22,20064,16.993,16.98425,16.98425,16.97275,16.97275,16.97,assignment,stage1_assignment_speed_mph,16.99,16.993,16.9549,16.98425,16.9549,16.98425,16.92045,16.97275,16.92045,16.97275,16.9211,16.97
94489300615,22,20103,16.9818,16.9658,16.9658,16.95195,16.95195,16.9541,assignment,stage1_assignment_speed_mph,16.976,16.9818,16.9072,16.9658,16.9072,16.9658,16.86555,16.95195,16.86555,16.95195,16.8927,16.9541
94489300750,22,20238,16.9783,16.95395,16.95395,16.927,16.927,16.9244,assignment,stage1_assignment_speed_mph,16.9639,16.9783,16.87245,16.95395,16.87245,16.95395,16.8001,16.927,16.8001,16.927,16.8192,16.9244
98784267919,23,20111,16.9673,16.9396,16.9396,16.91525,16.91525,16.9186,assignment,stage1_assignment_speed_mph,16.9511,16.9673,16.8436,16.9396,16.8436,16.9396,16.77165,16.91525,16.77165,16.91525,16.8072,16.9186
98784268322,23,20514,16.9734,16.9536,16.9536,16.94255,16.94255,16.9513,assignment,stage1_assignment_speed_mph,16.9616,16.9734,16.86955,16.9536,16.86955,16.9536,16.82385,16.94255,16.82385,16.94255,16.8702,16.9513
98784269416,23,21608,17.0,16.99995,16.99995,16.99995,16.99995,17.0,assignment,stage1_assignment_speed_mph,17.0,17.0,16.99985,16.99995,16.99985,16.99995,16.9998,16.99995,16.9998,16.99995,16.9999,17.0
103079235187,24,20083,16.9883,16.9843,16.9843,16.9697,16.9697,16.9591,assignment,stage1_assignment_speed_mph,16.9773,16.9883,16.9545,16.9843,16.9545,16.9843,16.9354,16.9697,16.9354,16.9697,16.9391,16.9591
103079235237,24,20133,16.9959,16.98405,16.98405,16.98355,16.98355,16.9949,assignment,stage1_assignment_speed_mph,16.9976,16.9959,16.9515,16.98405,16.9515,16.98405,16.9314,16.98355,16.9314,16.98355,16.9574,16.9949
103079235599,24,20495,16.9911,16.9826,16.9826,16.9751,16.9751,16.9761,assignment,stage1_assignment_speed_mph,16.9865,16.9911,16.95215,16.9826,16.95215,16.9826,16.93075,16.9751,16.93075,16.9751,16.9437,16.9761
103079235618,24,20514,16.9863,16.9739,16.9739,16.96455,16.96455,16.9676,assignment,stage1_assignment_speed_mph,16.9787,16.9863,16.93425,16.9739,16.93425,16.9739,16.9082,16.96455,16.9082,16.96455,16.9266,16.9676
107374202547,25,20147,16.9848,16.97265,16.97265,16.9615,16.9615,16.9625,assignment,stage1_assignment_speed_mph,16.9777,16.9848,16.92425,16.97265,16.92425,16.97265,16.91125,16.9615,16.91125,16.9615,16.9517,16.9625
107374202555,25,20155,16.9947,16.98905,16.98905,16.9852,16.9852,16.987,assignment,stage1_assignment_speed_mph,16.9913,16.9947,16.9726,16.98905,16.9726,16.98905,16.9444,16.9852,16.9444,16.9852,16.9349,16.987
107374202895,25,20495,17.0,17.0,17.0,17.0,17.0,17.0,assignment,stage1_assignment_speed_mph,16.9996,17.0,16.99675,17.0,16.99675,17.0,16.9951,17.0,16.9951,17.0,16.9963,17.0
107374204022,25,21622,16.989,16.9785,16.9785,16.9725,16.9725,16.977,assignment,stage1_assignment_speed_mph,16.9842,16.989,16.9452,16.9785,16.9452,16.9785,16.92745,16.9725,16.92745,16.9725,16.9487,16.977
107374204023,25,21623,16.994,16.9902,16.9902,16.9835,16.9835,16.9806,assignment,stage1_assignment_speed_mph,16.9903,16.994,16.97215,16.9902,16.97215,16.9902,16.955,16.9835,16.955,16.9835,16.956,16.9806
111669169800,26,20104,16.9488,16.9224,16.9224,16.9167,16.9167,16.9374,assignment,stage1_assignment_speed_mph,16.9263,16.9488,16.7855,16.9224,16.7855,16.9224,16.7424,16.9167,16.7424,16.9167,16.8401,16.9374
111669169809,26,20113,16.9954,16.98985,16.98985,16.98425,16.98425,16.9842,assignment,stage1_assignment_speed_mph,16.9923,16.9954,16.9785,16.98985,16.9785,16.98985,16.96485,16.98425,16.96485,16.98425,16.965,16.9842
111669169816,26,20120,16.9726,16.9483,16.9483,16.93115,16.93115,16.9383,assignment,stage1_assignment_speed_mph,16.959,16.9726,16.86735,16.9483,16.86735,16.9483,16.8127,16.93115,16.8127,16.93115,16.8497,16.9383
115964137096,27,20104,16.9805,16.96635,16.96635,16.95805,16.95805,16.9639,assignment,stage1_assignment_speed_mph,16.9707,16.9805,16.9084,16.96635,16.9084,16.96635,16.8778,16.95805,16.8778,16.95805,16.9095,16.9639
115964138612,27,21620,16.9916,16.98425,16.98425,16.97275,16.97275,16.9686,assignment,stage1_assignment_speed_mph,16.9868,16.9916,16.9581,16.98425,16.9581,16.98425,16.92935,16.97275,16.92935,16.97275,16.9293,16.9686
115964138613,27,21621,16.9901,16.98095,16.98095,16.97255,16.97255,16.9733,assignment,stage1_assignment_speed_mph,16.9855,16.9901,16.94835,16.98095,16.94835,16.98095,16.9238,16.97255,16.9238,16.97255,16.9364,16.9733
120259104427,28,20139,16.9968,16.9902,16.9902,16.98005,16.98005,16.9765,assignment,stage1_assignment_speed_mph,16.9936,16.9968,16.9732,16.9902,16.9732,16.9902,16.943,16.98005,16.943,16.98005,16.9332,16.9765
120259104731,28,20443,16.9764,16.9526,16.9526,16.9229,16.9229,16.917,assignment,stage1_assignment_speed_mph,16.9641,16.9764,16.87695,16.9526,16.87695,16.9526,16.79865,16.9229,16.79865,16.9229,16.8075,16.917
120259104732,28,20444,16.9329,16.8902,16.8902,16.8677,16.8677,16.8879,assignment,stage1_assignment_speed_mph,16.9038,16.9329,16.7043,16.8902,16.7043,16.8902,16.6071,16.8677,16.6071,16.8677,16.7094,16.8879
124554071728,29,20144,16.965,16.93765,16.93765,16.9175,16.9175,16.9247,assignment,stage1_assignment_speed_mph,16.9466,16.965,16.82955,16.93765,16.82955,16.93765,16.7664,16.9175,16.7664,16.9175,16.8203,16.9247
124554071732,29,20148,16.9985,16.99545,16.99545,16.9932,16.9932,16.994,assignment,stage1_assignment_speed_mph,16.9981,16.9985,16.9888,16.99545,16.9888,16.99545,16.9806,16.9932,16.9806,16.9932,16.9817,16.994
128849038968,30,20088,16.9685,16.94735,16.94735,16.9379,16.9379,16.9496,assignment,stage1_assignment_speed_mph,16.9538,16.9685,16.85955,16.94735,16.85955,16.94735,16.8201,16.9379,16.8201,16.9379,16.8749,16.9496
128849039397,30,20517,16.9876,16.9772,16.9772,16.9709,16.9709,16.975,assignment,stage1_assignment_speed_mph,16.9824,16.9876,16.9492,16.9772,16.9492,16.9772,16.93195,16.9709,16.93195,16.9709,16.9479,16.975
128849040486,30,21606,16.9814,16.9674,16.9674,16.95905,16.95905,16.9647,assignment,stage1_assignment_speed_mph,16.9723,16.9814,16.9044,16.9674,16.9044,16.9674,16.87165,16.95905,16.87165,16.95905,16.9068,16.9647
133144006365,31,20189,16.997,16.9939,16.9939,16.98995,16.98995,16.9891,assignment,stage1_assignment_speed_mph,16.9924,16.997,16.9329,16.9939,16.9329,16.9939,16.9224,16.98995,16.9224,16.98995,16.9714,16.9891
133144006414,31,20238,16.9721,16.9562,16.9562,16.95145,16.95145,16.9626,assignment,stage1_assignment_speed_mph,16.9641,16.9721,16.94045,16.9562,16.94045,16.9562,16.91505,16.95145,16.91505,16.95145,16.9133,16.9626
133144006420,31,20244,16.9994,16.998,16.998,16.99595,16.99595,16.9953,assignment,stage1_assignment_speed_mph,16.999,16.9994,16.9942,16.998,16.9942,16.998,16.9894,16.99595,16.9894,16.99595,16.9894,16.9953
137438975333,32,21861,17.0,17.0,17.0,17.0,17.0,17.0,assignment,stage1_assignment_speed_mph,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
137438975334,32,21862,16.9775,16.9553,16.9553,16.93025,16.93025,16.9274,assignment,stage1_assignment_speed_mph,16.9655,16.9775,16.8761,16.9553,16.8761,16.9553,16.80425,16.93025,16.80425,16.93025,16.8218,16.9274
141733942371,33,21603,16.9948,16.9874,16.9874,16.97915,16.97915,16.9783,assignment,stage1_assignment_speed_mph,16.9915,16.9948,16.96025,16.9874,16.96025,16.9874,16.93255,16.97915,16.93255,16.97915,16.9361,16.9783
141733942372,33,21604,16.9853,16.96505,16.96505,16.93935,16.93935,16.9339,assignment,stage1_assignment_speed_mph,16.9765,16.9853,16.90305,16.96505,16.90305,16.96505,16.84255,16.93935,16.84255,16.93935,16.8555,16.9339
146028908324,34,20260,16.9877,16.9742,16.9742,16.9605,16.9605,16.9603,assignment,stage1_assignment_speed_mph,16.9809,16.9877,16.9221,16.9742,16.9221,16.9742,16.88415,16.9605,16.88415,16.9605,16.905,16.9603
146028909665,34,21601,17.0,17.0,17.0,16.99965,16.99965,16.9993,assignment,stage1_assignment_speed_mph,17.0,17.0,16.99895,17.0,16.99895,17.0,16.99815,16.99965,16.99815,16.99965,16.9984,16.9993
146028909666,34,21602,16.9973,16.993,16.993,16.98705,16.98705,16.9854,assignment,stage1_assignment_speed_mph,16.9961,16.9973,16.98695,16.993,16.98695,16.993,16.9721,16.98705,16.9721,16.98705,16.9664,16.9854
150323875780,35,20420,16.9931,16.9847,16.9847,16.9797,16.9797,16.9831,assignment,stage1_assignment_speed_mph,16.9884,16.9931,16.95545,16.9847,16.95545,16.9847,16.94175,16.9797,16.94175,16.9797,16.961,16.9831
150323875782,35,20422,16.9922,16.98195,16.98195,16.97625,16.97625,16.9808,assignment,stage1_assignment_speed_mph,16.9859,16.9922,16.94015,16.98195,16.94015,16.98195,16.92245,16.97625,16.92245,16.97625,16.9505,16.9808
150323876965,35,21605,16.9892,16.98,16.98,16.9745,16.9745,16.9782,assignment,stage1_assignment_speed_mph,16.9865,16.9892,16.95695,16.98,16.95695,16.98,16.9404,16.9745,16.9404,16.9745,16.9534,16.9782
154618842827,36,20171,16.9758,16.95655,16.95655,16.942,16.942,16.9467,assignment,stage1_assignment_speed_mph,16.964,16.9758,16.89265,16.95655,16.89265,16.95655,16.8494,16.942,16.8494,16.942,16.8775,16.9467
154618842835,36,20179,16.9652,16.94575,16.94575,16.93945,16.93945,16.9526,assignment,stage1_assignment_speed_mph,16.9504,16.9652,16.8569,16.94575,16.8569,16.94575,16.82145,16.93945,16.82145,16.93945,16.8795,16.9526
154618843078,36,20422,16.9973,16.9925,16.9925,16.9859,16.9859,16.9841,assignment,stage1_assignment_speed_mph,16.9957,16.9973,16.9735,16.9925,16.9735,16.9925,16.9575,16.9859,16.9575,16.9859,16.9637,16.9841
158913809993,37,20041,16.9664,16.9667,16.9667,16.9578,16.9578,16.9486,assignment,stage1_assignment_speed_mph,16.9257,16.9664,16.77565,16.9667,16.77565,16.9667,16.7065,16.9578,16.7065,16.9578,16.7874,16.9486
158913810053,37,20101,16.9438,16.88515,16.88515,16.8475,16.8475,16.8685,assignment,stage1_assignment_speed_mph,16.9512,16.9438,16.82515,16.88515,16.82515,16.88515,16.7182,16.8475,16.7182,16.8475,16.7373,16.8685
163208777289,38,20041,16.967,16.95045,16.95045,16.93335,16.93335,16.9328,assignment,stage1_assignment_speed_mph,16.954,16.967,16.8349,16.95045,16.8349,16.95045,16.7723,16.93335,16.7723,16.93335,16.8288,16.9328
163208777747,38,20499,16.9851,16.95975,16.95975,16.9356,16.9356,16.9368,assignment,stage1_assignment_speed_mph,16.9811,16.9851,16.93605,16.95975,16.93605,16.95975,16.8884,16.9356,16.8884,16.9356,16.8858,16.9368
163208778857,38,21609,16.9749,16.95285,16.95285,16.9261,16.9261,16.9214,assignment,stage1_assignment_speed_mph,16.9583,16.9749,16.86105,16.95285,16.86105,16.95285,16.766,16.9261,16.766,16.9261,16.7682,16.9214
167503745006,39,20462,16.9792,16.9619,16.9619,16.94745,16.94745,16.9503,assignment,stage1_assignment_speed_mph,16.963,16.9792,16.8629,16.9619,16.8629,16.9619,16.8089,16.94745,16.8089,16.94745,16.855,16.9503
167503745016,39,20472,16.9709,16.9444,16.9444,16.92365,16.92365,16.9294,assignment,stage1_assignment_speed_mph,16.9792,16.9709,16.95115,16.9444,16.95115,16.9444,16.9174,16.92365,16.9174,16.92365,16.9117,16.9294
167503746153,39,21609,16.9983,16.99775,16.99775,16.9843,16.9843,16.9714,assignment,stage1_assignment_speed_mph,16.9832,16.9983,16.9335,16.99775,16.9335,16.99775,16.8974,16.9843,16.8974,16.9843,16.911,16.9714
171798712269,40,20429,16.9918,16.9843,16.9843,16.9707,16.9707,16.9646,assignment,stage1_assignment_speed_mph,16.9863,16.9918,16.95395,16.9843,16.95395,16.9843,16.92715,16.9707,16.92715,16.9707,16.9327,16.9646
171798712271,40,20431,16.9756,16.9481,16.9481,16.92875,16.92875,16.9369,assignment,stage1_assignment_speed_mph,16.9644,16.9756,16.876,16.9481,16.876,16.9481,16.7852,16.92875,16.7852,16.92875,16.7828,16.9369
171798712284,40,20444,16.9716,16.9562,16.9562,16.92605,16.92605,16.9113,assignment,stage1_assignment_speed_mph,16.9579,16.9716,16.86665,16.9562,16.86665,16.9562,16.8285,16.92605,16.8285,16.92605,16.8816,16.9113
171798712302,40,20462,16.9649,16.93725,16.93725,16.9162,16.9162,16.9228,assignment,stage1_assignment_speed_mph,16.9484,16.9649,16.83385,16.93725,16.83385,16.93725,16.7565,16.9162,16.7565,16.9162,16.7937,16.9228
176093679565,41,20429,16.9852,16.97515,16.97515,16.9701,16.9701,16.9751,assignment,stage1_assignment_speed_mph,16.9767,16.9852,16.9324,16.97515,16.9324,16.97515,16.91655,16.9701,16.91655,16.9701,16.945,16.9751
176093680754,41,21618,16.9967,16.993,16.993,16.9922,16.9922,16.9951,assignment,stage1_assignment_speed_mph,16.9954,16.9967,16.9868,16.993,16.9868,16.993,16.9833,16.9922,16.9833,16.9922,16.9884,16.9951
176093680755,41,21619,16.9812,16.97055,16.97055,16.9686,16.9686,16.9773,assignment,stage1_assignment_speed_mph,16.9724,16.9812,16.92415,16.97055,16.92415,16.97055,16.9093,16.9686,16.9093,16.9686,16.9427,16.9773
176093680967,41,21831,16.9958,16.99425,16.99425,16.99415,16.99415,16.9956,assignment,stage1_assignment_speed_mph,16.9941,16.9958,16.983,16.99425,16.983,16.99425,16.98015,16.99415,16.98015,16.99415,16.9884,16.9956
180388648051,42,21619,16.9713,16.95455,16.95455,16.9488,16.9488,16.9598,assignment,stage1_assignment_speed_mph,16.9564,16.9713,16.87845,16.95455,16.87845,16.95455,16.8525,16.9488,16.8525,16.9488,16.9045,16.9598
180388648065,42,21633,16.9313,16.89225,16.89225,16.88245,16.88245,16.9117,assignment,stage1_assignment_speed_mph,16.9004,16.9313,16.7231,16.89225,16.7231,16.89225,16.663,16.88245,16.663,16.88245,16.7802,16.9117
184683614203,43,20475,16.9934,16.9866,16.9866,16.9627,16.9627,16.9456,assignment,stage1_assignment_speed_mph,16.9897,16.9934,16.95865,16.9866,16.95865,16.9866,16.89725,16.9627,16.89725,16.9627,16.8669,16.9456
184683614211,43,20483,16.9935,16.9871,16.9871,16.9761,16.9761,16.9715,assignment,stage1_assignment_speed_mph,16.9885,16.9935,16.96525,16.9871,16.96525,16.9871,16.93755,16.9761,16.93755,16.9761,16.9331,16.9715
184683615344,43,21616,17.0,16.99975,16.99975,16.99975,16.99975,17.0,assignment,stage1_assignment_speed_mph,17.0,17.0,16.99965,16.99975,16.99965,16.99975,16.99965,16.99975,16.99965,16.99975,17.0,17.0
184683615345,43,21617,16.9829,16.9709,16.9709,16.97945,16.97945,17.0,assignment,stage1_assignment_speed_mph,16.9763,16.9829,16.92575,16.9709,16.92575,16.9709,16.9376,16.97945,16.9376,16.97945,17.0,17.0
188978581442,44,20418,16.9923,16.98155,16.98155,16.96975,16.96975,16.9687,assignment,stage1_assignment_speed_mph,16.9875,16.9923,16.9464,16.98155,16.9464,16.98155,16.9119,16.96975,16.9119,16.96975,16.9185,16.9687
188978581523,44,20499,16.9976,16.98515,16.98515,16.98315,16.98315,16.9936,assignment,stage1_assignment_speed_mph,16.9914,16.9976,16.9433,16.98515,16.9433,16.98515,16.924,16.98315,16.924,16.98315,16.9528,16.9936
188978581524,44,20500,16.9695,16.9593,16.9593,16.9422,16.9422,16.9353,assignment,stage1_assignment_speed_mph,16.9595,16.9695,16.90975,16.9593,16.90975,16.9593,16.87365,16.9422,16.87365,16.9422,16.8873,16.9353
193273549934,45,21614,16.9973,16.9956,16.9956,16.9941,16.9941,16.9943,assignment,stage1_assignment_speed_mph,16.996,16.9973,16.98905,16.9956,16.98905,16.9956,16.98395,16.9941,16.98395,16.9941,16.9858,16.9943
